entry,Electrophile_SMILES,Nucleophile_SMILES,Ligand_SMILES,Base_SMILES,Solvent_SMILES,yield
3893,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,OC([O-])=O.[Na+],N#CC,30.88
3894,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C,OC([O-])=O.[Na+],N#CC,15.05
3895,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CCCCP(C12C[C@@H]3C[C@@H](C[C@H](C2)C3)C1)C45C[C@H]6C[C@@H](C5)C[C@@H](C4)C6,OC([O-])=O.[Na+],N#CC,15.78
3896,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,COC1=CC=CC(OC)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,OC([O-])=O.[Na+],N#CC,13.79
3897,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CC(C)(P(C(C)(C)C)[c-]1cccc1)C.CC(C)(P(C(C)(C)C)[c-]2cccc2)C.[Fe+2],OC([O-])=O.[Na+],N#CC,13.46
3898,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C,OC([O-])=O.[Na+],N#CC,12.72
3899,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,[c-]1(P(C2=CC=CC=C2)C3=CC=CC=C3)cccc1.[c-]4(P(C5=CC=CC=C5)C6=CC=CC=C6)cccc4.[Fe+2],OC([O-])=O.[Na+],N#CC,20.73
3900,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CC1(C)C2=C(OC3=C1C=CC=C3P(C4=CC=CC=C4)C5=CC=CC=C5)C(P(C6=CC=CC=C6)C7=CC=CC=C7)=CC=C2,OC([O-])=O.[Na+],N#CC,12.51
3902,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CC(P(C(C)(C)C)C(C)(C)C)(C)C,CCN(CC)CC,N#CC,11.97
3903,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,CCN(CC)CC,N#CC,15.43
3904,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CC(C)(C)P(C(C)(C)C)C1=CC=C(N(C)C)C=C1,CCN(CC)CC,N#CC,14.47
3905,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,CCN(CC)CC,N#CC,13.34
3906,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C,CCN(CC)CC,N#CC,13.04
3907,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CCCCP(C12C[C@@H]3C[C@@H](C[C@H](C2)C3)C1)C45C[C@H]6C[C@@H](C5)C[C@@H](C4)C6,CCN(CC)CC,N#CC,14.29
3908,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,COC1=CC=CC(OC)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,CCN(CC)CC,N#CC,12.48
3909,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CC(C)(P(C(C)(C)C)[c-]1cccc1)C.CC(C)(P(C(C)(C)C)[c-]2cccc2)C.[Fe+2],CCN(CC)CC,N#CC,16.04
3910,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C,CCN(CC)CC,N#CC,12.47
3911,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,[c-]1(P(C2=CC=CC=C2)C3=CC=CC=C3)cccc1.[c-]4(P(C5=CC=CC=C5)C6=CC=CC=C6)cccc4.[Fe+2],CCN(CC)CC,N#CC,21.04
3912,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CC1(C)C2=C(OC3=C1C=CC=C3P(C4=CC=CC=C4)C5=CC=CC=C5)C(P(C6=CC=CC=C6)C7=CC=CC=C7)=CC=C2,CCN(CC)CC,N#CC,12.71
3914,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CC(P(C(C)(C)C)C(C)(C)C)(C)C,[Cs+].[F-],N#CC,15.09
3915,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,[Cs+].[F-],N#CC,16.43
3916,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CC(C)(C)P(C(C)(C)C)C1=CC=C(N(C)C)C=C1,[Cs+].[F-],N#CC,12.89
3917,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,[Cs+].[F-],N#CC,11.29
3918,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C,[Cs+].[F-],N#CC,13.82
3919,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CCCCP(C12C[C@@H]3C[C@@H](C[C@H](C2)C3)C1)C45C[C@H]6C[C@@H](C5)C[C@@H](C4)C6,[Cs+].[F-],N#CC,14.88
3920,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,COC1=CC=CC(OC)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,[Cs+].[F-],N#CC,12.2
3921,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CC(C)(P(C(C)(C)C)[c-]1cccc1)C.CC(C)(P(C(C)(C)C)[c-]2cccc2)C.[Fe+2],[Cs+].[F-],N#CC,14.09
3922,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C,[Cs+].[F-],N#CC,13.04
3923,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,[c-]1(P(C2=CC=CC=C2)C3=CC=CC=C3)cccc1.[c-]4(P(C5=CC=CC=C5)C6=CC=CC=C6)cccc4.[Fe+2],[Cs+].[F-],N#CC,21.27
3924,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CC1(C)C2=C(OC3=C1C=CC=C3P(C4=CC=CC=C4)C5=CC=CC=C5)C(P(C6=CC=CC=C6)C7=CC=CC=C7)=CC=C2,[Cs+].[F-],N#CC,12.83
3926,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CC(P(C(C)(C)C)C(C)(C)C)(C)C,O=P([O-])([O-])[O-].[K+].[K+].[K+],N#CC,12.86
3927,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,O=P([O-])([O-])[O-].[K+].[K+].[K+],N#CC,17.77
3928,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CC(C)(C)P(C(C)(C)C)C1=CC=C(N(C)C)C=C1,O=P([O-])([O-])[O-].[K+].[K+].[K+],N#CC,17.88
3929,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,O=P([O-])([O-])[O-].[K+].[K+].[K+],N#CC,12.99
3930,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C,O=P([O-])([O-])[O-].[K+].[K+].[K+],N#CC,13.53
3931,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CCCCP(C12C[C@@H]3C[C@@H](C[C@H](C2)C3)C1)C45C[C@H]6C[C@@H](C5)C[C@@H](C4)C6,O=P([O-])([O-])[O-].[K+].[K+].[K+],N#CC,13.83
3932,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,COC1=CC=CC(OC)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,O=P([O-])([O-])[O-].[K+].[K+].[K+],N#CC,12.68
3933,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CC(C)(P(C(C)(C)C)[c-]1cccc1)C.CC(C)(P(C(C)(C)C)[c-]2cccc2)C.[Fe+2],O=P([O-])([O-])[O-].[K+].[K+].[K+],N#CC,15.9
3934,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C,O=P([O-])([O-])[O-].[K+].[K+].[K+],N#CC,12.83
3935,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,[c-]1(P(C2=CC=CC=C2)C3=CC=CC=C3)cccc1.[c-]4(P(C5=CC=CC=C5)C6=CC=CC=C6)cccc4.[Fe+2],O=P([O-])([O-])[O-].[K+].[K+].[K+],N#CC,21.45
3936,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CC1(C)C2=C(OC3=C1C=CC=C3P(C4=CC=CC=C4)C5=CC=CC=C5)C(P(C6=CC=CC=C6)C7=CC=CC=C7)=CC=C2,O=P([O-])([O-])[O-].[K+].[K+].[K+],N#CC,12.55
3950,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CC(P(C(C)(C)C)C(C)(C)C)(C)C,[Na+].[OH-],C1COCC1,17.7
3951,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,[Na+].[OH-],C1COCC1,32.1
3952,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CC(C)(C)P(C(C)(C)C)C1=CC=C(N(C)C)C=C1,[Na+].[OH-],C1COCC1,17.87
3953,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,[Na+].[OH-],C1COCC1,18.72
3954,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C,[Na+].[OH-],C1COCC1,16.32
3955,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CCCCP(C12C[C@@H]3C[C@@H](C[C@H](C2)C3)C1)C45C[C@H]6C[C@@H](C5)C[C@@H](C4)C6,[Na+].[OH-],C1COCC1,17.77
3956,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,COC1=CC=CC(OC)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,[Na+].[OH-],C1COCC1,16.49
3957,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CC(C)(P(C(C)(C)C)[c-]1cccc1)C.CC(C)(P(C(C)(C)C)[c-]2cccc2)C.[Fe+2],[Na+].[OH-],C1COCC1,23.34
3958,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C,[Na+].[OH-],C1COCC1,16.07
3959,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,[c-]1(P(C2=CC=CC=C2)C3=CC=CC=C3)cccc1.[c-]4(P(C5=CC=CC=C5)C6=CC=CC=C6)cccc4.[Fe+2],[Na+].[OH-],C1COCC1,20.49
3960,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CC1(C)C2=C(OC3=C1C=CC=C3P(C4=CC=CC=C4)C5=CC=CC=C5)C(P(C6=CC=CC=C6)C7=CC=CC=C7)=CC=C2,[Na+].[OH-],C1COCC1,17.98
3962,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CC(P(C(C)(C)C)C(C)(C)C)(C)C,[K+].[OH-],C1COCC1,28.53
3963,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,[K+].[OH-],C1COCC1,37.86
3964,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CC(C)(C)P(C(C)(C)C)C1=CC=C(N(C)C)C=C1,[K+].[OH-],C1COCC1,24.69
3965,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,[K+].[OH-],C1COCC1,16.02
3966,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C,[K+].[OH-],C1COCC1,17.53
3967,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CCCCP(C12C[C@@H]3C[C@@H](C[C@H](C2)C3)C1)C45C[C@H]6C[C@@H](C5)C[C@@H](C4)C6,[K+].[OH-],C1COCC1,19.02
3968,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,COC1=CC=CC(OC)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,[K+].[OH-],C1COCC1,15.36
3969,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CC(C)(P(C(C)(C)C)[c-]1cccc1)C.CC(C)(P(C(C)(C)C)[c-]2cccc2)C.[Fe+2],[K+].[OH-],C1COCC1,25.46
3970,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C,[K+].[OH-],C1COCC1,16.52
3971,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,[c-]1(P(C2=CC=CC=C2)C3=CC=CC=C3)cccc1.[c-]4(P(C5=CC=CC=C5)C6=CC=CC=C6)cccc4.[Fe+2],[K+].[OH-],C1COCC1,21.25
3972,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CC1(C)C2=C(OC3=C1C=CC=C3P(C4=CC=CC=C4)C5=CC=CC=C5)C(P(C6=CC=CC=C6)C7=CC=CC=C7)=CC=C2,[K+].[OH-],C1COCC1,15.76
3974,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CC(P(C(C)(C)C)C(C)(C)C)(C)C,CC([O-])C.[Li+],C1COCC1,18.4
3975,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,CC([O-])C.[Li+],C1COCC1,32.6
3976,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CC(C)(C)P(C(C)(C)C)C1=CC=C(N(C)C)C=C1,CC([O-])C.[Li+],C1COCC1,21.01
3977,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,CC([O-])C.[Li+],C1COCC1,14.75
3978,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C,CC([O-])C.[Li+],C1COCC1,22.25
3979,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CCCCP(C12C[C@@H]3C[C@@H](C[C@H](C2)C3)C1)C45C[C@H]6C[C@@H](C5)C[C@@H](C4)C6,CC([O-])C.[Li+],C1COCC1,21.39
3980,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,COC1=CC=CC(OC)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,CC([O-])C.[Li+],C1COCC1,15.41
3981,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CC(C)(P(C(C)(C)C)[c-]1cccc1)C.CC(C)(P(C(C)(C)C)[c-]2cccc2)C.[Fe+2],CC([O-])C.[Li+],C1COCC1,25.86
3982,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C,CC([O-])C.[Li+],C1COCC1,20.14
3983,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,[c-]1(P(C2=CC=CC=C2)C3=CC=CC=C3)cccc1.[c-]4(P(C5=CC=CC=C5)C6=CC=CC=C6)cccc4.[Fe+2],CC([O-])C.[Li+],C1COCC1,27.72
3984,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CC1(C)C2=C(OC3=C1C=CC=C3P(C4=CC=CC=C4)C5=CC=CC=C5)C(P(C6=CC=CC=C6)C7=CC=CC=C7)=CC=C2,CC([O-])C.[Li+],C1COCC1,17.6
3986,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CC(P(C(C)(C)C)C(C)(C)C)(C)C,OC([O-])=O.[Na+],C1COCC1,19.64
3987,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,OC([O-])=O.[Na+],C1COCC1,37.23
3988,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CC(C)(C)P(C(C)(C)C)C1=CC=C(N(C)C)C=C1,OC([O-])=O.[Na+],C1COCC1,20.82
3989,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,OC([O-])=O.[Na+],C1COCC1,18.83
3990,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C,OC([O-])=O.[Na+],C1COCC1,18.35
3991,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CCCCP(C12C[C@@H]3C[C@@H](C[C@H](C2)C3)C1)C45C[C@H]6C[C@@H](C5)C[C@@H](C4)C6,OC([O-])=O.[Na+],C1COCC1,33.48
3992,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,COC1=CC=CC(OC)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,OC([O-])=O.[Na+],C1COCC1,16.16
3993,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CC(C)(P(C(C)(C)C)[c-]1cccc1)C.CC(C)(P(C(C)(C)C)[c-]2cccc2)C.[Fe+2],OC([O-])=O.[Na+],C1COCC1,27.89
3994,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C,OC([O-])=O.[Na+],C1COCC1,17.41
3995,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,[c-]1(P(C2=CC=CC=C2)C3=CC=CC=C3)cccc1.[c-]4(P(C5=CC=CC=C5)C6=CC=CC=C6)cccc4.[Fe+2],OC([O-])=O.[Na+],C1COCC1,24.17
3996,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CC1(C)C2=C(OC3=C1C=CC=C3P(C4=CC=CC=C4)C5=CC=CC=C5)C(P(C6=CC=CC=C6)C7=CC=CC=C7)=CC=C2,OC([O-])=O.[Na+],C1COCC1,20.09
3998,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CC(P(C(C)(C)C)C(C)(C)C)(C)C,CCN(CC)CC,C1COCC1,22.93
3999,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,CCN(CC)CC,C1COCC1,57.68
4000,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CC(C)(C)P(C(C)(C)C)C1=CC=C(N(C)C)C=C1,CCN(CC)CC,C1COCC1,40.65
4001,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,CCN(CC)CC,C1COCC1,20.38
4002,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C,CCN(CC)CC,C1COCC1,17.77
4003,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CCCCP(C12C[C@@H]3C[C@@H](C[C@H](C2)C3)C1)C45C[C@H]6C[C@@H](C5)C[C@@H](C4)C6,CCN(CC)CC,C1COCC1,57.89
4004,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,COC1=CC=CC(OC)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,CCN(CC)CC,C1COCC1,17.04
4005,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CC(C)(P(C(C)(C)C)[c-]1cccc1)C.CC(C)(P(C(C)(C)C)[c-]2cccc2)C.[Fe+2],CCN(CC)CC,C1COCC1,33.74
4006,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C,CCN(CC)CC,C1COCC1,16
4007,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,[c-]1(P(C2=CC=CC=C2)C3=CC=CC=C3)cccc1.[c-]4(P(C5=CC=CC=C5)C6=CC=CC=C6)cccc4.[Fe+2],CCN(CC)CC,C1COCC1,28.41
4008,BrC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2CCCCO2)N=C3)C3=C1[B-](F)(F)F,CC1(C)C2=C(OC3=C1C=CC=C3P(C4=CC=CC=C4)C5=CC=CC=C5)C(P(C6=CC=CC=C6)C7=CC=CC=C7)=CC=C2,CCN(CC)CC,C1COCC1,18.36
