entry,additive,aryl_halide,base,ligand,yield
2604,13,12,1,2,10.03634536
2605,13,13,1,2,1.309393322
2606,13,14,1,2,2.689766175
2607,13,15,1,2,4.416019864
2608,13,0,1,2,0
2609,13,1,2,2,0
2610,13,2,2,2,1.785587557
2611,13,3,2,2,3.141934656
2612,13,4,2,2,0
2613,13,5,2,2,0.74784749
2614,13,6,2,2,2.732925094
2615,13,7,2,2,0.518126221
2616,13,8,2,2,2.39251025
2617,13,9,2,2,6.363967977
2618,13,10,2,2,1.986478634
2619,13,11,2,2,6.315944702
2620,13,12,2,2,8.140819585
2621,13,13,2,2,0
2622,13,14,2,2,2.39840777
2623,13,15,2,2,3.973986769
2624,13,0,2,2,0
2625,13,1,3,2,21.36830036
2626,13,2,3,2,21.54675104
2627,13,3,3,2,23.06691402
2628,13,4,3,2,2.720923971
2629,13,5,3,2,15.47495789
2630,13,6,3,2,19.40320705
2631,13,7,3,2,14.32160153
2632,13,8,3,2,28.13311375
2633,13,9,3,2,30.76250124
2634,13,10,3,2,40.21576406
2635,13,11,3,2,46.05681806
2636,13,12,3,2,51.15306518
2637,13,13,3,2,30.05876834
2638,13,14,3,2,30.11566658
2639,13,15,3,2,33.8132368
2640,13,0,3,2,0
2641,15,1,1,2,20.05913492
2642,15,2,1,2,34.2208852
2643,15,3,1,2,40.30244069
2644,15,4,1,2,1.194006928
2645,15,5,1,2,27.35092133
2646,15,6,1,2,26.91242644
2647,15,7,1,2,5.628261366
2648,15,8,1,2,51.85571731
2649,15,9,1,2,49.62220517
2650,15,10,1,2,53.94447324
2651,15,11,1,2,65.48767084
2652,15,12,1,2,66.1445595
2653,15,13,1,2,38.1181996
2654,15,14,1,2,64.2716813
2655,15,15,1,2,65.73471929
2656,15,0,1,2,0
2657,15,1,2,2,18.75584418
2658,15,2,2,2,28.59018557
2659,15,3,2,2,31.83731475
2660,15,4,2,2,0.707045517
2661,15,5,2,2,13.25145725
2662,15,6,2,2,15.92909866
2663,15,7,2,2,4.064443696
2664,15,8,2,2,32.63137063
2665,15,9,2,2,32.03830806
2666,15,10,2,2,38.03832948
2667,15,11,2,2,50.50908656
2668,15,12,2,2,46.64490818
2669,15,13,2,2,27.15209242
2670,15,14,2,2,46.97084661
2671,15,15,2,2,47.28268345
2672,15,0,2,2,0
2673,15,1,3,2,29.17558441
2674,15,2,3,2,36.5598853
2675,15,3,3,2,49.46796695
2676,15,4,3,2,1.858400826
2677,15,5,3,2,31.25713511
2678,15,6,3,2,34.0355551
2679,15,7,3,2,11.31698923
2680,15,8,3,2,62.64758393
2681,15,9,3,2,60.28741502
2682,15,10,3,2,77.39811795
2683,15,11,3,2,83.68183531
2684,15,12,3,2,84.53852223
2685,15,13,3,2,49.15752148
2686,15,14,3,2,76.23035085
2687,15,15,3,2,75.20935081
2688,15,0,3,2,0
2689,9,1,1,3,0
2690,9,2,1,3,0
2691,9,3,1,3,10.5253011
2692,9,4,1,3,0
2693,9,5,1,3,0
2694,9,6,1,3,2.458138496
2695,9,7,1,3,9.08121194
2696,9,8,1,3,9.636653904
2697,9,9,1,3,10.37235966
2698,9,10,1,3,1.660025621
2699,9,11,1,3,2.145304957
2700,9,12,1,3,27.04583578
2701,9,13,1,3,0
2702,9,14,1,3,0
2703,9,15,1,3,0
2704,9,0,1,3,0
2705,9,1,2,3,15.09367159
2706,9,2,2,3,34.51239146
2707,9,3,2,3,35.6149447
2708,9,4,2,3,0.438548426
2709,9,5,2,3,31.2588772
2710,9,6,2,3,34.24307349
2711,9,7,2,3,6.866213056
2712,9,8,2,3,62.44858365
2713,9,9,2,3,65.94190973
2714,9,10,2,3,58.32558385
2715,9,11,2,3,60.47798465
2716,9,12,2,3,63.18914382
2717,9,13,2,3,18.36789148
2718,9,14,2,3,59.7949718
2719,9,15,2,3,64.64035682
2720,9,0,2,3,0
2721,9,1,3,3,17.38451108
2722,9,2,3,3,38.46400948
2723,9,3,3,3,51.11682644
2724,9,4,3,3,0.578158424
2725,9,5,3,3,45.97256872
2726,9,6,3,3,47.70226953
2727,9,7,3,3,7.228003443
2728,9,8,3,3,79.8902752
2729,9,9,3,3,80.5818059
2730,9,10,3,3,84.9300227
2731,9,11,3,3,89.419451
2732,9,12,3,3,89.55924552
2733,9,13,3,3,13.66378067
2734,9,14,3,3,86.89971677
2735,9,15,3,3,87.237545
2736,9,0,3,3,0
2737,11,1,1,3,11.30133212
2738,11,2,1,3,10.82736056
2739,11,3,1,3,12.11048821
2740,11,4,1,3,1.03540736
2741,11,5,1,3,15.16491224
2742,11,6,1,3,19.46778248
2743,11,7,1,3,8.038113026
2744,11,8,1,3,23.73944169
2745,11,9,1,3,30.46158728
2746,11,10,1,3,24.62070452
2747,11,11,1,3,28.5763008
2748,11,12,1,3,36.14968182
2749,11,13,1,3,13.71916528
2750,11,14,1,3,13.98206369
2751,11,15,1,3,18.13660134
2752,11,0,1,3,0
2753,11,1,2,3,0.927604534
2754,11,2,2,3,7.316239252
2755,11,3,2,3,21.43045359
2756,11,4,2,3,0
2757,11,5,2,3,3.292807267
2758,11,6,2,3,23.04423411
2759,11,7,2,3,0
2760,11,8,2,3,7.479579469
2761,11,9,2,3,39.99701682
2762,11,10,2,3,9.836570629
2763,11,11,2,3,16.26033077
2764,11,12,2,3,36.05690183
2765,11,13,2,3,0
2766,11,14,2,3,15.39357697
2767,11,15,2,3,27.6789971
2768,11,0,2,3,0
2769,11,1,3,3,20.24596352
2770,11,2,3,3,29.08430143
2771,11,3,3,3,38.79638342
2772,11,4,3,3,0.851812248
2773,11,5,3,3,26.7810647
2774,11,6,3,3,29.42310745
2775,11,7,3,3,7.689322987
2776,11,8,3,3,45.3883139
2777,11,9,3,3,59.85587044
2778,11,10,3,3,49.94868445
2779,11,11,3,3,50.70720641
2780,11,12,3,3,77.95754061
2781,11,13,3,3,15.1222891
2782,11,14,3,3,45.50180654
2783,11,15,3,3,48.17982197
2784,11,0,3,3,0
2785,13,1,1,3,1.232632372
2786,13,2,1,3,5.992320527
2787,13,3,1,3,4.022257677
2788,13,4,1,3,0
2789,13,5,1,3,3.26158183
2790,13,6,1,3,6.286120839
2791,13,7,1,3,9.606838288
2792,13,8,1,3,13.59760256
2793,13,9,1,3,10.04227922
2794,13,10,1,3,4.444109893
2795,13,11,1,3,2.413308832
2796,13,12,1,3,12.05269157
2797,13,13,1,3,0
2798,13,14,1,3,6.360003901
2799,13,15,1,3,6.499222361
2800,13,0,1,3,0
2801,13,1,2,3,0.701552228
2802,13,2,2,3,2.069098233
2803,13,3,2,3,3.566410027
2804,13,4,2,3,0
2805,13,5,2,3,0.64714493
2806,13,6,2,3,2.042704931
2807,13,7,2,3,0.855112472
2808,13,8,2,3,2.370474153
2809,13,9,2,3,6.026719466
2810,13,10,2,3,0
2811,13,11,2,3,1.592422994
2812,13,12,2,3,2.633148758
2813,13,13,2,3,0
2814,13,14,2,3,1.73070141
2815,13,15,2,3,2.661542727
2816,13,0,2,3,0
2817,13,1,3,3,20.0833829
2818,13,2,3,3,22.43503561
2819,13,3,3,3,22.47082227
2820,13,4,3,3,0.788355769
2821,13,5,3,3,15.37805239
2822,13,6,3,3,15.73387398
2823,13,7,3,3,13.65409275
2824,13,8,3,3,30.87951231
2825,13,9,3,3,33.69627508
2826,13,10,3,3,40.01187418
2827,13,11,3,3,40.89777506
2828,13,12,3,3,44.9389876
2829,13,13,3,3,28.90716664
2830,13,14,3,3,32.16902238
2831,13,15,3,3,33.39106531
2832,13,0,3,3,0
2833,15,1,1,3,16.27214516
2834,15,2,1,3,30.61272696
2835,15,3,1,3,42.70251629
2836,15,4,1,3,0.593797719
2837,15,5,1,3,23.1010236
2838,15,6,1,3,29.85245303
2839,15,7,1,3,9.228754169
2840,15,8,1,3,54.9141799
2841,15,9,1,3,59.29246641
2842,15,10,1,3,56.49708288
2843,15,11,1,3,63.56506276
2844,15,12,1,3,68.44214129
2845,15,13,1,3,36.10795647
2846,15,14,1,3,70.74157393
2847,15,15,1,3,73.24639173
2848,15,0,1,3,0
2849,15,1,2,3,16.10027076
2850,15,2,2,3,29.89972719
2851,15,3,2,3,33.0062022
2852,15,4,2,3,0
2853,15,5,2,3,11.92095297
2854,15,6,2,3,18.20662132
2855,15,7,2,3,9.58087319
2856,15,8,2,3,38.52322666
2857,15,9,2,3,44.01604328
2858,15,10,2,3,36.66758858
2859,15,11,2,3,43.48269562
2860,15,12,2,3,47.63381676
2861,15,13,2,3,24.80297238
2862,15,14,2,3,53.55291415
2863,15,15,2,3,58.6831586
2864,15,0,2,3,0
2865,15,1,3,3,22.90680768
2866,15,2,3,3,36.5499256
2867,15,3,3,3,49.30223849
2868,15,4,3,3,0.710304987
2869,15,5,3,3,29.57593303
2870,15,6,3,3,35.50826326
2871,15,7,3,3,13.45243807
2872,15,8,3,3,65.066599
2873,15,9,3,3,69.13479769
2874,15,10,3,3,80.10225068
2875,15,11,3,3,85.13318487
2876,15,12,3,3,89.5987779
2877,15,13,3,3,40.91094026
2878,15,14,3,3,80.00019125
2879,15,15,3,3,83.40919805
2880,15,0,3,3,0
2881,9,1,1,4,0
2882,9,2,1,4,0
2883,9,3,1,4,12.15190247
2884,9,4,1,4,0
2885,9,5,1,4,0
2886,9,6,1,4,7.843927615
2887,9,7,1,4,0
2888,9,8,1,4,1.023181291
2889,9,9,1,4,14.17510686
2890,9,10,1,4,0
2891,9,11,1,4,0
2892,9,12,1,4,17.5357483
2893,9,13,1,4,0
2894,9,14,1,4,0
2895,9,15,1,4,16.7720232
2896,9,0,1,4,0
2897,9,1,2,4,12.19056007
2898,9,2,2,4,34.43934364
2899,9,3,2,4,36.629676
2900,9,4,2,4,0.406585723
2901,9,5,2,4,33.21564888
2902,9,6,2,4,37.49278178
2903,9,7,2,4,1.161532817
2904,9,8,2,4,50.13324447
2905,9,9,2,4,58.15311301
2906,9,10,2,4,43.94688122
2907,9,11,2,4,46.59177534
2908,9,12,2,4,51.25885662
2909,9,13,2,4,14.93339955
2910,9,14,2,4,55.59012858
2911,9,15,2,4,55.78951841
2912,9,0,2,4,0
2913,9,1,3,4,14.51047679
2914,9,2,3,4,38.37909694
2915,9,3,3,4,52.49415636
2916,9,4,3,4,0.786255311
2917,9,5,3,4,47.61178197
2918,9,6,3,4,50.83768511
2919,9,7,3,4,1.226267555
2920,9,8,3,4,75.29152855
2921,9,9,3,4,79.19714754
2922,9,10,3,4,83.03295526
2923,9,11,3,4,93.56409267
2924,9,12,3,4,96.13228316
2925,9,13,3,4,11.53765302
2926,9,14,3,4,89.97416157
2927,9,15,3,4,86.79260178
2928,9,0,3,4,0
2929,11,1,1,4,7.257395781
2930,11,2,1,4,9.576264128
2931,11,3,1,4,10.75553549
2932,11,4,1,4,0.613157833
2933,11,5,1,4,10.63604029
2934,11,6,1,4,14.35852859
2935,11,7,1,4,1.582170389
2936,11,8,1,4,13.89350209
2937,11,9,1,4,23.26106265
2938,11,10,1,4,15.64688259
2939,11,11,1,4,16.4099085
2940,11,12,1,4,23.02454867
2941,11,13,1,4,7.488530825
2942,11,14,1,4,12.60415393
2943,11,15,1,4,14.36942688
2944,11,0,1,4,0
2945,11,1,2,4,0
2946,11,2,2,4,3.835722246
2947,11,3,2,4,13.98397961
2948,11,4,2,4,0
2949,11,5,2,4,1.520182439
2950,11,6,2,4,16.00671459
2951,11,7,2,4,0
2952,11,8,2,4,3.744544243
2953,11,9,2,4,27.85496925
2954,11,10,2,4,3.964447459
2955,11,11,2,4,6.168096918
2956,11,12,2,4,14.42398425
2957,11,13,2,4,0
2958,11,14,2,4,7.466671245
2959,11,15,2,4,17.36013023
2960,11,0,2,4,0
2961,11,1,3,4,5.889073661
2962,11,2,3,4,27.06341711
2963,11,3,3,4,34.65614692
2964,11,4,3,4,0
2965,11,5,3,4,24.41645938
2966,11,6,3,4,25.12838943
2967,11,7,3,4,0.954745242
2968,11,8,3,4,43.35191306
2969,11,9,3,4,51.5902696
2970,11,10,3,4,48.18783868
2971,11,11,3,4,49.14544471
2972,11,12,3,4,63.351286
2973,11,13,3,4,3.647451971
2974,11,14,3,4,43.17813797
2975,11,15,3,4,47.34357171
2976,11,0,3,4,0
2977,13,1,1,4,0.698318685
2978,13,2,1,4,2.97486192
2979,13,3,1,4,3.10979023
2980,13,4,1,4,0
2981,13,5,1,4,0.489044772
2982,13,6,1,4,4.88514688
2983,13,7,1,4,0
2984,13,8,1,4,1.305562617
2985,13,9,1,4,6.931862367
2986,13,10,1,4,0
2987,13,11,1,4,0
2988,13,12,1,4,6.151237345
2989,13,13,1,4,0
2990,13,14,1,4,2.42482932
2991,13,15,1,4,7.121202503
2992,13,0,1,4,0
2993,13,1,2,4,0
2994,13,2,2,4,1.12036933
2995,13,3,2,4,1.896181594
2996,13,4,2,4,0
2997,13,5,2,4,0
2998,13,6,2,4,0.974444275
2999,13,7,2,4,0
3000,13,8,2,4,0.9560868
3001,13,9,2,4,2.600006823
3002,13,10,2,4,0
3003,13,11,2,4,0
3004,13,12,2,4,0
3005,13,13,2,4,0
3006,13,14,2,4,0
3007,13,15,2,4,1.40959558
3008,13,0,2,4,0
3009,13,1,3,4,17.87933698
3010,13,2,3,4,24.40165539
3011,13,3,3,4,24.45376754
3012,13,4,3,4,1.682541771
3013,13,5,3,4,18.44134196
3014,13,6,3,4,18.87491239
3015,13,7,3,4,6.949971836
3016,13,8,3,4,30.37188127
3017,13,9,3,4,33.47151562
3018,13,10,3,4,34.48220577
3019,13,11,3,4,35.36016156
3020,13,12,3,4,35.68280094
3021,13,13,3,4,18.37316337
3022,13,14,3,4,27.82910373
3023,13,15,3,4,37.08543096
3024,13,0,3,4,0
3025,15,1,1,4,8.62455294
3026,15,2,1,4,14.26125924
3027,15,3,1,4,28.49871025
3028,15,4,1,4,0.538585368
3029,15,5,1,4,13.34881918
3030,15,6,1,4,28.28230111
3031,15,7,1,4,1.999177844
3032,15,8,1,4,27.16016891
3033,15,9,1,4,50.52138402
3034,15,10,1,4,20.00288675
3035,15,11,1,4,25.99050807
3036,15,12,1,4,40.32898976
3037,15,13,1,4,13.34689497
3038,15,14,1,4,40.63647217
3039,15,15,1,4,74.04736649
3040,15,0,1,4,0
3041,15,1,2,4,5.195732957
3042,15,2,2,4,19.31180946
3043,15,3,2,4,30.77223842
3044,15,4,2,4,0
3045,15,5,2,4,11.75749506
3046,15,6,2,4,23.34747951
3047,15,7,2,4,1.039903259
3048,15,8,2,4,28.39783953
3049,15,9,2,4,39.89470015
3050,15,10,2,4,13.79100096
3051,15,11,2,4,19.53099508
3052,15,12,2,4,26.8708629
3053,15,13,2,4,9.3964628
3054,15,14,2,4,40.58293806
3055,15,15,2,4,52.66349061
3056,15,0,2,4,0
3057,15,1,3,4,15.85078385
3058,15,2,3,4,32.88980878
3059,15,3,3,4,47.13760632
3060,15,4,3,4,0.707254592
3061,15,5,3,4,32.71728338
3062,15,6,3,4,41.68551837
3063,15,7,3,4,1.753987647
3064,15,8,3,4,54.56471519
3065,15,9,3,4,68.58213231
3066,15,10,3,4,60.52865164
3067,15,11,3,4,67.75052852
3068,15,12,3,4,80.80959568
3069,15,13,3,4,6.777260235
3070,15,14,3,4,48.77228165
3071,15,15,3,4,74.51133845
3072,15,0,3,4,0
3073,23,1,1,1,24.10905766
3074,23,2,1,1,32.87780619
3075,23,3,1,1,43.39942952
3076,23,4,1,1,1.221284135
3077,23,5,1,1,25.1779767
3078,23,6,1,1,32.37253744
3079,23,7,1,1,7.676008537
3080,23,8,1,1,60.41732712
3081,23,9,1,1,64.50667156
3082,23,10,1,1,36.55522639
3083,23,11,1,1,46.64960106
3084,23,12,1,1,47.85301388
3085,23,13,1,1,21.44960942
3086,23,14,1,1,27.71714775
3087,23,15,1,1,52.2237426
3088,23,0,1,1,0
3089,23,1,2,1,15.42545497
3090,23,2,2,1,30.08596307
3091,23,3,2,1,35.8368136
3092,23,4,2,1,0
3093,23,5,2,1,11.6535106
3094,23,6,2,1,17.02843498
3095,23,7,2,1,1.188847918
3096,23,8,2,1,32.40012299
3097,23,9,2,1,27.27757284
3098,23,10,2,1,24.95662893
3099,23,11,2,1,45.54864618
3100,23,12,2,1,42.79858664
3101,23,13,2,1,8.905135224
3102,23,14,2,1,18.1199602
3103,23,15,2,1,27.22195897
3104,23,0,2,1,0
3105,23,1,3,1,8.286467695
3106,23,2,3,1,22.46669781
3107,23,3,3,1,37.70168941
3108,23,4,3,1,0
3109,23,5,3,1,8.034140762
3110,23,6,3,1,20.18480169
3111,23,7,3,1,0.662349524
3112,23,8,3,1,21.77773542
3113,23,9,3,1,53.28001638
3114,23,10,3,1,23.90935743
3115,23,11,3,1,47.15771685
3116,23,12,3,1,62.53548833
3117,23,13,3,1,4.577603745
3118,23,14,3,1,21.19444726
3119,23,15,3,1,42.00065126
3120,23,0,3,1,0
3121,17,1,1,1,18.40035471
3122,17,2,1,1,16.25238798
3123,17,3,1,1,42.71521565
3124,17,4,1,1,0
3125,17,5,1,1,39.12148383
3126,17,6,1,1,47.59873076
3127,17,7,1,1,3.597789888
3128,17,8,1,1,69.98737297
3129,17,9,1,1,70.05483344
3130,17,10,1,1,20.97581455
3131,17,11,1,1,23.18775097
3132,17,12,1,1,22.00500964
3133,17,13,1,1,18.04784884
3134,17,14,1,1,23.57347354
3135,17,15,1,1,81.35759178
3136,17,0,1,1,0
3137,17,1,2,1,14.75153907
3138,17,2,2,1,31.62416369
3139,17,3,2,1,37.39576088
3140,17,4,2,1,0.448085745
3141,17,5,2,1,13.27473408
3142,17,6,2,1,17.72318391
3143,17,7,2,1,3.418730848
3144,17,8,2,1,25.1224442
3145,17,9,2,1,30.07190595
3146,17,10,2,1,22.54874195
3147,17,11,2,1,36.80117668
3148,17,12,2,1,42.20791273
3149,17,13,2,1,8.748271213
3150,17,14,2,1,19.13281286
3151,17,15,2,1,27.47497093
3152,17,0,2,1,0
3153,17,1,3,1,9.361658454
3154,17,2,3,1,22.12521071
3155,17,3,3,1,38.83428513
3156,17,4,3,1,0
3157,17,5,3,1,9.540244592
3158,17,6,3,1,21.41511712
3159,17,7,3,1,2.217163117
3160,17,8,3,1,25.83582864
3161,17,9,3,1,53.84533811
3162,17,10,3,1,25.36847762
3163,17,11,3,1,50.91041247
3164,17,12,3,1,62.69909879
3165,17,13,3,1,5.005508734
3166,17,14,3,1,24.92895829
3167,17,15,3,1,43.08223061
3168,17,0,3,1,0
3169,19,1,1,1,26.47105008
3170,19,2,1,1,15.00790512
3171,19,3,1,1,40.67066673
3172,19,4,1,1,10.03471889
3173,19,5,1,1,44.50757189
3174,19,6,1,1,50.81226991
3175,19,7,1,1,13.26153778
3176,19,8,1,1,66.43295508
3177,19,9,1,1,69.21564786
3178,19,10,1,1,16.47592229
3179,19,11,1,1,19.59466142
3180,19,12,1,1,19.12358264
3181,19,13,1,1,37.0158274
3182,19,14,1,1,10.02539168
3183,19,15,1,1,41.01536377
3184,19,0,1,1,0
3185,19,1,2,1,17.88950545
3186,19,2,2,1,30.84474943
3187,19,3,2,1,42.94679968
3188,19,4,2,1,39.22831543
3189,19,5,2,1,47.13740479
3190,19,6,2,1,49.46765787
3191,19,7,2,1,6.262930072
3192,19,8,2,1,24.92429214
3193,19,9,2,1,29.29928272
3194,19,10,2,1,26.0695387
3195,19,11,2,1,40.32928262
3196,19,12,2,1,46.57912629
3197,19,13,2,1,10.87603871
3198,19,14,2,1,19.12422917
3199,19,15,2,1,30.41179661
3200,19,0,2,1,0
3201,19,1,3,1,12.69227905
3202,19,2,3,1,24.01338043
3203,19,3,3,1,38.95047983
3204,19,4,3,1,38.99137319
3205,19,5,3,1,45.82883908
3206,19,6,3,1,50.09626002
3207,19,7,3,1,5.967393026
3208,19,8,3,1,28.83921229
3209,19,9,3,1,55.76912496
3210,19,10,3,1,27.19452945
3211,19,11,3,1,55.41075316
3212,19,12,3,1,64.88423444
3213,19,13,3,1,7.65708472
3214,19,14,3,1,24.91728565
3215,19,15,3,1,43.47281583
3216,19,0,3,1,0
3217,21,1,1,1,6.618305452
3218,21,2,1,1,19.22189421
3219,21,3,1,1,38.88169758
3220,21,4,1,1,0
3221,21,5,1,1,8.123761297
3222,21,6,1,1,9.226197008
3223,21,7,1,1,0.340410651
3224,21,8,1,1,32.95642094
3225,21,9,1,1,47.36333704
3226,21,10,1,1,24.01631717
3227,21,11,1,1,30.07960625
3228,21,12,1,1,29.79340439
3229,21,13,1,1,3.169099331
3230,21,14,1,1,18.20970217
3231,21,15,1,1,28.27747642
3232,21,0,1,1,0
3233,21,1,2,1,9.330486935
3234,21,2,2,1,24.08891574
3235,21,3,2,1,26.99117029
3236,21,4,2,1,0
3237,21,5,2,1,7.405890223
3238,21,6,2,1,8.430071853
3239,21,7,2,1,0.72962294
3240,21,8,2,1,20.3250042
3241,21,9,2,1,20.51920273
3242,21,10,2,1,21.60400316
3243,21,11,2,1,30.2871506
3244,21,12,2,1,38.85520908
3245,21,13,2,1,4.143900161
3246,21,14,2,1,16.01570816
3247,21,15,2,1,19.48013153
3248,21,0,2,1,0
3249,21,1,3,1,5.982836529
3250,21,2,3,1,19.02499104
3251,21,3,3,1,34.0336157
3252,21,4,3,1,0
3253,21,5,3,1,4.698019536
3254,21,6,3,1,8.109204436
3255,21,7,3,1,0.94272788
3256,21,8,3,1,17.29489164
3257,21,9,3,1,38.16631108
3258,21,10,3,1,25.48313253
3259,21,11,3,1,49.96376516
3260,21,12,3,1,54.07334238
3261,21,13,3,1,3.609434473
3262,21,14,3,1,16.57162393
3263,21,15,3,1,32.51941474
3264,21,0,3,1,0
3265,23,1,1,2,24.17024028
3266,23,2,1,2,35.80552258
3267,23,3,1,2,40.2947746
3268,23,4,1,2,3.120933892
3269,23,5,1,2,42.30149711
3270,23,6,1,2,40.31193463
3271,23,7,1,2,10.90397812
3272,23,8,1,2,61.05645885
3273,23,9,1,2,64.44051661
3274,23,10,1,2,70.14701034
3275,23,11,1,2,70.25926715
3276,23,12,1,2,73.95050649
3277,23,13,1,2,27.32089436
3278,23,14,1,2,72.8784855
3279,23,15,1,2,74.62339174
3280,23,0,1,2,0
3281,23,1,2,2,21.83853262
3282,23,2,2,2,34.89766998
3283,23,3,2,2,40.40712226
3284,23,4,2,2,0.339942053
3285,23,5,2,2,37.12675544
3286,23,6,2,2,34.27058432
3287,23,7,2,2,1.358946967
3288,23,8,2,2,57.33300234
3289,23,9,2,2,64.45105489
3290,23,10,2,2,61.13755675
3291,23,11,2,2,70.67829218
3292,23,12,2,2,58.46064001
3293,23,13,2,2,21.26152094
3294,23,14,2,2,61.01774399
3295,23,15,2,2,68.67316565
3296,23,0,2,2,0
3297,23,1,3,2,24.48223218
3298,23,2,3,2,38.35488356
3299,23,3,3,2,42.68462411
3300,23,4,3,2,0.399824711
3301,23,5,3,2,47.37471195
3302,23,6,3,2,42.52654707
3303,23,7,3,2,1.442502721
3304,23,8,3,2,67.97015702
3305,23,9,3,2,67.99152053
3306,23,10,3,2,83.17489955
3307,23,11,3,2,81.27460019
3308,23,12,3,2,84.68245385
3309,23,13,3,2,23.79770547
3310,23,14,3,2,79.51166554
3311,23,15,3,2,79.64252926
3312,23,0,3,2,0
3313,17,1,1,2,31.73318055
3314,17,2,1,2,33.92093167
3315,17,3,1,2,38.41251828
3316,17,4,1,2,1.277604509
3317,17,5,1,2,46.04956103
3318,17,6,1,2,43.335395
3319,17,7,1,2,9.850315112
3320,17,8,1,2,63.8388463
3321,17,9,1,2,64.60187181
3322,17,10,1,2,54.53336611
3323,17,11,1,2,55.70352222
3324,17,12,1,2,57.7580975
3325,17,13,1,2,51.9557832
3326,17,14,1,2,71.32414041
3327,17,15,1,2,78.36249844
3328,17,0,1,2,0
3329,17,1,2,2,31.26129694
3330,17,2,2,2,38.72175402
3331,17,3,2,2,36.57290373
3332,17,4,2,2,0.719285108
3333,17,5,2,2,36.22635154
3334,17,6,2,2,33.94655387
3335,17,7,2,2,3.373624056
3336,17,8,2,2,54.46826622
3337,17,9,2,2,62.7905956
3338,17,10,2,2,66.11270607
3339,17,11,2,2,66.35401825
3340,17,12,2,2,65.50261834
3341,17,13,2,2,33.03335054
3342,17,14,2,2,65.91039362
3343,17,15,2,2,67.31022474
3344,17,0,2,2,0
3345,17,1,3,2,33.9312366
3346,17,2,3,2,40.60161129
3347,17,3,3,2,42.25144884
3348,17,4,3,2,1.152603634
3349,17,5,3,2,46.21141257
3350,17,6,3,2,44.40779423
3351,17,7,3,2,3.864236463
3352,17,8,3,2,69.25619095
3353,17,9,3,2,68.71737558
3354,17,10,3,2,82.51131881
3355,17,11,3,2,84.42429873
3356,17,12,3,2,83.82528245
3357,17,13,3,2,33.61928283
3358,17,14,3,2,76.73725946
3359,17,15,3,2,78.2529931
3360,17,0,3,2,0
3361,19,1,1,2,33.44709826
3362,19,2,1,2,36.56526068
3363,19,3,1,2,39.55792883
3364,19,4,1,2,8.38964842
3365,19,5,1,2,65.92742304
3366,19,6,1,2,63.53284655
3367,19,7,1,2,9.771808987
3368,19,8,1,2,64.80559966
3369,19,9,1,2,63.41514905
3370,19,10,1,2,62.46560879
3371,19,11,1,2,64.57811697
3372,19,12,1,2,63.222267
3373,19,13,1,2,65.3367146
3374,19,14,1,2,72.70586315
3375,19,15,1,2,76.79526891
3376,19,0,1,2,0
3377,19,1,2,2,33.27025402
3378,19,2,2,2,39.35320613
3379,19,3,2,2,39.02512557
3380,19,4,2,2,41.03794598
3381,19,5,2,2,57.95486785
3382,19,6,2,2,52.14546944
3383,19,7,2,2,5.06261629
3384,19,8,2,2,57.19204969
3385,19,9,2,2,59.81582481
3386,19,10,2,2,62.39976577
3387,19,11,2,2,66.50686069
3388,19,12,2,2,62.22086343
3389,19,13,2,2,37.522573
3390,19,14,2,2,60.65973957
3391,19,15,2,2,65.9488999
3392,19,0,2,2,0
3393,19,1,3,2,37.07516302
3394,19,2,3,2,39.89366621
3395,19,3,3,2,41.55598689
3396,19,4,3,2,42.0580413
3397,19,5,3,2,66.26538653
3398,19,6,3,2,56.80622374
3399,19,7,3,2,5.460903942
3400,19,8,3,2,69.07936453
3401,19,9,3,2,67.52036403
3402,19,10,3,2,84.81458604
3403,19,11,3,2,83.82537223
3404,19,12,3,2,85.99469652
3405,19,13,3,2,45.19876304
3406,19,14,3,2,78.63353277
3407,19,15,3,2,81.63071985
3408,19,0,3,2,0
3409,21,1,1,2,17.50108516
3410,21,2,1,2,38.94339394
3411,21,3,1,2,40.11142329
3412,21,4,1,2,0
3413,21,5,1,2,42.74477554
3414,21,6,1,2,44.8781348
3415,21,7,1,2,0.649110542
3416,21,8,1,2,65.57301901
3417,21,9,1,2,66.67600965
3418,21,10,1,2,70.24905586
3419,21,11,1,2,69.97972982
3420,21,12,1,2,75.73582011
3421,21,13,1,2,8.776630533
3422,21,14,1,2,74.07785582
3423,21,15,1,2,75.28558302
3424,21,0,1,2,0
3425,21,1,2,2,12.26279814
3426,21,2,2,2,37.31441052
3427,21,3,2,2,36.58867026
3428,21,4,2,2,0
3429,21,5,2,2,38.66523027
3430,21,6,2,2,31.57364304
3431,21,7,2,2,0.638545637
3432,21,8,2,2,57.71086681
3433,21,9,2,2,59.93143231
3434,21,10,2,2,61.82340519
3435,21,11,2,2,71.09717455
3436,21,12,2,2,59.66718586
3437,21,13,2,2,6.768064781
3438,21,14,2,2,63.07769687
3439,21,15,2,2,68.10761052
3440,21,0,2,2,0
3441,21,1,3,2,12.21708819
3442,21,2,3,2,40.36775448
3443,21,3,3,2,42.68363634
3444,21,4,3,2,0
3445,21,5,3,2,47.71503964
3446,21,6,3,2,44.37252425
3447,21,7,3,2,0.609947969
3448,21,8,3,2,70.19925962
3449,21,9,3,2,65.42133393
3450,21,10,3,2,84.64975432
3451,21,11,3,2,83.38501147
